id_venta,fecha,pais,ciudad,cliente,producto,categoria,talla,cantidad,precio_unitario
321,2024-03-12,Perú,Arequipa,Cliente_141,Chaqueta,Abrigos,L,3,60
322,2024-01-19,Colombia,Bogotá,Cliente_149,Zapatos,Calzado,40,3,50
323,2024-03-24,Ecuador,Guayaquil,Cliente_132,Camiseta,Básicos,M,4,12
324,2024-02-04,Perú,Arequipa,Cliente_288,Jeans,Denim,S,5,35
325,2024-03-16,Perú,Arequipa,Cliente_123,Jeans,Denim,S,5,35
326,2024-01-07,Ecuador,Quito,Cliente_52,Jeans,Denim,L,2,35
327,2024-01-01,Colombia,Medellín,Cliente_282,Zapatos,Calzado,37,2,50
328,2024-02-06,Ecuador,Guayaquil,Cliente_165,Zapatos,Calzado,40,2,50
329,2024-01-30,Colombia,Cali,Cliente_274,Camiseta,Básicos,S,5,12
330,2024-01-05,Perú,Lima,Cliente_204,Jeans,Denim,M,2,35
331,2024-02-08,Colombia,Bogotá,Cliente_291,Chaqueta,Abrigos,M,1,60
332,2024-03-23,Perú,Lima,Cliente_279,Chaqueta,Abrigos,L,4,60
333,2024-02-04,Perú,Arequipa,Cliente_99,Jeans,Denim,L,4,35
334,2024-03-23,Ecuador,Guayaquil,Cliente_132,Jeans,Denim,L,4,35
335,2024-02-07,Perú,Lima,Cliente_291,Camiseta,Básicos,L,3,12
336,2024-02-24,Perú,Lima,Cliente_264,Jeans,Denim,L,4,35
337,2024-01-24,Colombia,Bogotá,Cliente_72,Zapatos,Calzado,42,1,50
338,2024-02-19,Colombia,Medellín,Cliente_121,Jeans,Denim,S,3,35
339,2024-03-14,Colombia,Medellín,Cliente_6,Chaqueta,Abrigos,L,5,60
340,2024-03-26,Colombia,Cali,Cliente_61,Chaqueta,Abrigos,M,1,60
341,2024-03-31,Colombia,Medellín,Cliente_160,Jeans,Denim,M,5,35
342,2024-01-29,Perú,Lima,Cliente_113,Chaqueta,Abrigos,L,5,60
343,2024-02-17,Ecuador,Guayaquil,Cliente_213,Jeans,Denim,M,5,35
344,2024-01-11,Perú,Arequipa,Cliente_270,Jeans,Denim,S,5,35
345,2024-01-15,Colombia,Cali,Cliente_32,Chaqueta,Abrigos,M,5,60
346,2024-03-07,Perú,Lima,Cliente_227,Jeans,Denim,S,3,35
347,2024-03-03,Ecuador,Cuenca,Cliente_47,Jeans,Denim,L,5,35
348,2024-03-06,Perú,Arequipa,Cliente_213,Camiseta,Básicos,M,2,12
349,2024-03-27,Colombia,Cali,Cliente_158,Camiseta,Básicos,L,4,12
350,2024-01-28,Perú,Lima,Cliente_297,Zapatos,Calzado,39,1,50
351,2024-03-10,Ecuador,Quito,Cliente_31,Zapatos,Calzado,39,1,50
352,2024-01-24,Ecuador,Guayaquil,Cliente_70,Camiseta,Básicos,M,4,12
353,2024-02-18,Perú,Arequipa,Cliente_193,Chaqueta,Abrigos,L,4,60
354,2024-01-16,Ecuador,Cuenca,Cliente_92,Jeans,Denim,L,3,35
355,2024-01-01,Perú,Arequipa,Cliente_12,Jeans,Denim,L,2,35
356,2024-01-30,Colombia,Medellín,Cliente_127,Zapatos,Calzado,41,4,50
357,2024-01-15,Colombia,Medellín,Cliente_17,Jeans,Denim,M,2,35
358,2024-01-09,Perú,Arequipa,Cliente_52,Camiseta,Básicos,S,2,12
359,2024-02-01,Perú,Lima,Cliente_23,Zapatos,Calzado,41,1,50
360,2024-01-08,Colombia,Medellín,Cliente_72,Jeans,Denim,L,2,35
361,2024-02-10,Perú,Arequipa,Cliente_296,Jeans,Denim,L,5,35
362,2024-03-25,Perú,Arequipa,Cliente_267,Jeans,Denim,M,2,35
363,2024-03-12,Ecuador,Guayaquil,Cliente_90,Chaqueta,Abrigos,L,1,60
364,2024-03-23,Perú,Arequipa,Cliente_196,Zapatos,Calzado,37,3,50
365,2024-02-08,Perú,Arequipa,Cliente_193,Zapatos,Calzado,40,2,50
366,2024-02-08,Ecuador,Cuenca,Cliente_74,Zapatos,Calzado,38,2,50
367,2024-03-08,Colombia,Bogotá,Cliente_69,Zapatos,Calzado,40,5,50
368,2024-03-23,Colombia,Bogotá,Cliente_41,Chaqueta,Abrigos,M,3,60
369,2024-01-07,Colombia,Medellín,Cliente_138,Camiseta,Básicos,L,2,12
370,2024-03-16,Colombia,Cali,Cliente_287,Camiseta,Básicos,S,2,12
371,2024-01-02,Ecuador,Guayaquil,Cliente_109,Jeans,Denim,M,3,35
372,2024-02-01,Ecuador,Cuenca,Cliente_105,Camiseta,Básicos,L,4,12
373,2024-02-29,Colombia,Bogotá,Cliente_274,Chaqueta,Abrigos,L,4,60
374,2024-03-06,Perú,Arequipa,Cliente_255,Chaqueta,Abrigos,L,3,60
375,2024-02-17,Colombia,Bogotá,Cliente_161,Zapatos,Calzado,39,2,50
376,2024-01-03,Colombia,Bogotá,Cliente_134,Jeans,Denim,L,2,35
377,2024-02-12,Perú,Arequipa,Cliente_118,Chaqueta,Abrigos,M,2,60
378,2024-03-24,Colombia,Cali,Cliente_173,Jeans,Denim,M,5,35
379,2024-02-15,Colombia,Medellín,Cliente_87,Zapatos,Calzado,40,2,50
380,2024-03-23,Ecuador,Cuenca,Cliente_31,Zapatos,Calzado,38,5,50
381,2024-01-01,Perú,Lima,Cliente_212,Camiseta,Básicos,L,1,12
382,2024-01-02,Ecuador,Cuenca,Cliente_112,Jeans,Denim,S,2,35
383,2024-03-22,Perú,Arequipa,Cliente_248,Chaqueta,Abrigos,M,5,60
384,2024-03-11,Perú,Arequipa,Cliente_211,Camiseta,Básicos,S,5,12
385,2024-03-05,Ecuador,Quito,Cliente_221,Chaqueta,Abrigos,L,1,60
386,2024-01-31,Ecuador,Quito,Cliente_99,Camiseta,Básicos,L,2,12
387,2024-01-11,Perú,Arequipa,Cliente_192,Chaqueta,Abrigos,L,4,60
388,2024-02-08,Colombia,Medellín,Cliente_42,Jeans,Denim,L,2,35
389,2024-02-18,Perú,Lima,Cliente_283,Camiseta,Básicos,M,4,12
390,2024-01-11,Colombia,Bogotá,Cliente_256,Camiseta,Básicos,L,2,12
391,2024-01-06,Colombia,Cali,Cliente_118,Chaqueta,Abrigos,M,5,60
392,2024-01-10,Ecuador,Cuenca,Cliente_144,Zapatos,Calzado,39,1,50
393,2024-01-27,Perú,Lima,Cliente_74,Jeans,Denim,M,1,35
394,2024-03-13,Perú,Arequipa,Cliente_124,Camiseta,Básicos,M,2,12
395,2024-03-29,Perú,Arequipa,Cliente_41,Chaqueta,Abrigos,L,2,60
396,2024-01-30,Perú,Arequipa,Cliente_39,Camiseta,Básicos,S,4,12
397,2024-03-22,Colombia,Cali,Cliente_140,Zapatos,Calzado,39,1,50
398,2024-02-18,Colombia,Medellín,Cliente_222,Jeans,Denim,M,5,35
399,2024-02-07,Ecuador,Cuenca,Cliente_127,Zapatos,Calzado,37,5,50
400,2024-02-18,Perú,Lima,Cliente_79,Camiseta,Básicos,M,2,12
401,2024-01-12,Perú,Arequipa,Cliente_3,Chaqueta,Abrigos,L,1,60
402,2024-01-17,Colombia,Medellín,Cliente_45,Chaqueta,Abrigos,L,1,60
403,2024-03-06,Ecuador,Guayaquil,Cliente_209,Zapatos,Calzado,41,5,50
404,2024-01-12,Ecuador,Quito,Cliente_167,Camiseta,Básicos,M,5,12
405,2024-01-11,Colombia,Bogotá,Cliente_287,Chaqueta,Abrigos,L,4,60
406,2024-01-22,Ecuador,Cuenca,Cliente_72,Jeans,Denim,L,4,35
407,2024-01-09,Colombia,Medellín,Cliente_86,Chaqueta,Abrigos,L,2,60
408,2024-01-10,Colombia,Medellín,Cliente_185,Zapatos,Calzado,39,4,50
409,2024-01-26,Colombia,Bogotá,Cliente_235,Zapatos,Calzado,41,5,50
410,2024-02-12,Ecuador,Quito,Cliente_195,Chaqueta,Abrigos,M,4,60
411,2024-01-18,Colombia,Medellín,Cliente_154,Chaqueta,Abrigos,L,5,60
412,2024-01-23,Colombia,Cali,Cliente_204,Jeans,Denim,M,3,35
413,2024-02-11,Colombia,Medellín,Cliente_193,Zapatos,Calzado,41,2,50
414,2024-01-26,Colombia,Medellín,Cliente_280,Chaqueta,Abrigos,M,5,60
415,2024-03-31,Ecuador,Cuenca,Cliente_108,Camiseta,Básicos,L,4,12
416,2024-01-18,Colombia,Medellín,Cliente_156,Camiseta,Básicos,M,4,12
417,2024-02-18,Ecuador,Guayaquil,Cliente_38,Jeans,Denim,L,4,35
418,2024-03-09,Colombia,Cali,Cliente_260,Zapatos,Calzado,41,4,50
419,2024-03-17,Perú,Arequipa,Cliente_44,Camiseta,Básicos,M,5,12
420,2024-01-06,Ecuador,Quito,Cliente_289,Chaqueta,Abrigos,M,5,60
421,2024-01-02,Perú,Arequipa,Cliente_51,Chaqueta,Abrigos,L,1,60
422,2024-02-20,Colombia,Bogotá,Cliente_238,Jeans,Denim,M,3,35
423,2024-01-14,Perú,Lima,Cliente_152,Chaqueta,Abrigos,M,4,60
424,2024-02-14,Colombia,Bogotá,Cliente_160,Camiseta,Básicos,L,2,12
425,2024-02-14,Colombia,Medellín,Cliente_244,Jeans,Denim,L,4,35
426,2024-02-08,Ecuador,Guayaquil,Cliente_23,Zapatos,Calzado,39,1,50
427,2024-03-27,Perú,Lima,Cliente_85,Camiseta,Básicos,M,1,12
428,2024-02-12,Perú,Lima,Cliente_287,Jeans,Denim,L,2,35
429,2024-01-24,Colombia,Medellín,Cliente_222,Jeans,Denim,M,2,35
430,2024-02-24,Colombia,Bogotá,Cliente_200,Jeans,Denim,M,5,35
431,2024-03-31,Ecuador,Cuenca,Cliente_33,Jeans,Denim,S,3,35
432,2024-01-26,Perú,Lima,Cliente_235,Jeans,Denim,M,3,35
433,2024-03-17,Ecuador,Guayaquil,Cliente_199,Zapatos,Calzado,41,3,50
434,2024-02-28,Perú,Arequipa,Cliente_89,Camiseta,Básicos,M,3,12
435,2024-02-10,Perú,Arequipa,Cliente_61,Camiseta,Básicos,L,2,12
436,2024-03-29,Ecuador,Guayaquil,Cliente_73,Camiseta,Básicos,S,3,12
437,2024-03-14,Perú,Arequipa,Cliente_197,Zapatos,Calzado,41,2,50
438,2024-03-29,Colombia,Bogotá,Cliente_89,Zapatos,Calzado,42,5,50
439,2024-01-24,Perú,Lima,Cliente_162,Zapatos,Calzado,39,2,50
440,2024-03-03,Colombia,Cali,Cliente_70,Camiseta,Básicos,M,1,12
441,2024-02-23,Ecuador,Guayaquil,Cliente_228,Zapatos,Calzado,40,4,50
442,2024-01-29,Colombia,Bogotá,Cliente_150,Camiseta,Básicos,L,1,12
443,2024-01-22,Ecuador,Guayaquil,Cliente_235,Jeans,Denim,L,3,35
444,2024-02-04,Perú,Arequipa,Cliente_279,Camiseta,Básicos,L,1,12
445,2024-03-10,Colombia,Cali,Cliente_112,Camiseta,Básicos,L,4,12
446,2024-02-27,Colombia,Bogotá,Cliente_135,Jeans,Denim,M,1,35
447,2024-01-27,Colombia,Bogotá,Cliente_180,Zapatos,Calzado,37,2,50
448,2024-01-27,Perú,Arequipa,Cliente_106,Jeans,Denim,L,2,35
449,2024-03-09,Ecuador,Cuenca,Cliente_87,Chaqueta,Abrigos,L,5,60
450,2024-02-04,Colombia,Cali,Cliente_264,Chaqueta,Abrigos,L,5,60
451,2024-02-05,Perú,Lima,Cliente_65,Jeans,Denim,M,1,35
452,2024-02-01,Perú,Lima,Cliente_202,Jeans,Denim,S,3,35
453,2024-02-27,Colombia,Bogotá,Cliente_39,Chaqueta,Abrigos,L,4,60
454,2024-03-29,Perú,Lima,Cliente_189,Zapatos,Calzado,41,3,50
455,2024-02-28,Colombia,Medellín,Cliente_184,Chaqueta,Abrigos,M,1,60
456,2024-01-28,Ecuador,Cuenca,Cliente_254,Zapatos,Calzado,38,4,50
457,2024-03-14,Colombia,Medellín,Cliente_67,Chaqueta,Abrigos,L,5,60
458,2024-01-13,Perú,Arequipa,Cliente_236,Chaqueta,Abrigos,M,1,60
459,2024-01-01,Ecuador,Quito,Cliente_220,Jeans,Denim,M,4,35
460,2024-01-21,Ecuador,Cuenca,Cliente_141,Jeans,Denim,L,3,35
461,2024-02-17,Ecuador,Cuenca,Cliente_85,Chaqueta,Abrigos,L,1,60
462,2024-03-24,Ecuador,Guayaquil,Cliente_47,Chaqueta,Abrigos,M,4,60
463,2024-01-10,Perú,Lima,Cliente_68,Camiseta,Básicos,S,4,12
464,2024-03-30,Perú,Lima,Cliente_176,Zapatos,Calzado,37,1,50
465,2024-01-30,Ecuador,Guayaquil,Cliente_197,Jeans,Denim,M,1,35
466,2024-02-17,Ecuador,Cuenca,Cliente_154,Camiseta,Básicos,S,3,12
467,2024-01-09,Ecuador,Guayaquil,Cliente_272,Jeans,Denim,L,2,35
468,2024-01-28,Perú,Lima,Cliente_78,Jeans,Denim,M,3,35
469,2024-01-13,Colombia,Cali,Cliente_72,Zapatos,Calzado,38,1,50
470,2024-02-10,Ecuador,Cuenca,Cliente_72,Zapatos,Calzado,39,4,50
471,2024-03-17,Ecuador,Guayaquil,Cliente_146,Camiseta,Básicos,S,5,12
472,2024-03-18,Perú,Lima,Cliente_261,Chaqueta,Abrigos,M,5,60
473,2024-01-31,Ecuador,Cuenca,Cliente_254,Zapatos,Calzado,39,1,50
474,2024-01-10,Colombia,Bogotá,Cliente_271,Jeans,Denim,M,5,35
475,2024-03-13,Ecuador,Guayaquil,Cliente_216,Chaqueta,Abrigos,M,4,60
476,2024-01-03,Colombia,Cali,Cliente_35,Jeans,Denim,M,1,35
477,2024-02-20,Ecuador,Guayaquil,Cliente_260,Jeans,Denim,S,1,35
478,2024-01-11,Colombia,Cali,Cliente_275,Zapatos,Calzado,40,4,50
479,2024-01-11,Perú,Lima,Cliente_262,Chaqueta,Abrigos,M,3,60
480,2024-03-22,Ecuador,Quito,Cliente_34,Chaqueta,Abrigos,L,5,60
481,2024-01-08,Colombia,Cali,Cliente_126,Zapatos,Calzado,42,2,50
482,2024-03-18,Ecuador,Guayaquil,Cliente_29,Camiseta,Básicos,M,5,12
483,2024-03-31,Colombia,Cali,Cliente_71,Jeans,Denim,S,1,35
484,2024-03-07,Perú,Lima,Cliente_265,Jeans,Denim,M,3,35
485,2024-02-04,Perú,Arequipa,Cliente_61,Jeans,Denim,M,2,35
486,2024-01-09,Ecuador,Guayaquil,Cliente_135,Zapatos,Calzado,39,5,50
487,2024-02-16,Perú,Lima,Cliente_29,Zapatos,Calzado,40,5,50
488,2024-02-02,Colombia,Cali,Cliente_53,Jeans,Denim,M,2,35
489,2024-01-01,Perú,Lima,Cliente_23,Jeans,Denim,L,5,35
490,2024-02-19,Ecuador,Quito,Cliente_77,Camiseta,Básicos,M,3,12
491,2024-02-01,Ecuador,Quito,Cliente_214,Zapatos,Calzado,38,3,50
492,2024-02-17,Perú,Arequipa,Cliente_62,Chaqueta,Abrigos,M,5,60
493,2024-01-06,Perú,Lima,Cliente_206,Jeans,Denim,S,5,35
494,2024-01-12,Ecuador,Guayaquil,Cliente_284,Chaqueta,Abrigos,L,3,60
495,2024-03-13,Colombia,Bogotá,Cliente_156,Chaqueta,Abrigos,M,3,60
496,2024-03-04,Perú,Lima,Cliente_101,Zapatos,Calzado,39,5,50
497,2024-01-04,Perú,Lima,Cliente_120,Jeans,Denim,S,4,35
498,2024-03-25,Perú,Arequipa,Cliente_193,Camiseta,Básicos,M,1,12
499,2024-01-31,Perú,Arequipa,Cliente_215,Camiseta,Básicos,S,5,12
500,2024-01-12,Colombia,Bogotá,Cliente_23,Jeans,Denim,L,3,35
501,2024-02-28,Ecuador,Cuenca,Cliente_44,Zapatos,Calzado,42,3,50
502,2024-01-10,Perú,Lima,Cliente_291,Jeans,Denim,L,4,35
503,2024-02-03,Ecuador,Guayaquil,Cliente_162,Jeans,Denim,S,3,35
504,2024-02-04,Colombia,Cali,Cliente_120,Chaqueta,Abrigos,L,4,60
505,2024-01-20,Ecuador,Quito,Cliente_55,Jeans,Denim,L,1,35
506,2024-01-16,Ecuador,Guayaquil,Cliente_275,Zapatos,Calzado,39,4,50
507,2024-02-03,Colombia,Bogotá,Cliente_62,Zapatos,Calzado,39,4,50
508,2024-02-11,Ecuador,Quito,Cliente_76,Chaqueta,Abrigos,M,2,60
509,2024-03-06,Ecuador,Cuenca,Cliente_26,Jeans,Denim,M,4,35
510,2024-02-21,Perú,Arequipa,Cliente_232,Chaqueta,Abrigos,M,1,60
511,2024-01-18,Perú,Lima,Cliente_63,Camiseta,Básicos,M,1,12
512,2024-02-21,Ecuador,Quito,Cliente_191,Jeans,Denim,S,2,35
513,2024-01-09,Perú,Lima,Cliente_102,Chaqueta,Abrigos,M,1,60
514,2024-01-16,Perú,Arequipa,Cliente_22,Jeans,Denim,S,3,35
515,2024-02-20,Colombia,Bogotá,Cliente_255,Jeans,Denim,L,4,35
516,2024-01-28,Ecuador,Guayaquil,Cliente_96,Zapatos,Calzado,38,3,50
517,2024-03-19,Colombia,Medellín,Cliente_126,Zapatos,Calzado,38,1,50
518,2024-03-02,Perú,Arequipa,Cliente_32,Zapatos,Calzado,40,5,50
519,2024-01-26,Ecuador,Guayaquil,Cliente_270,Zapatos,Calzado,38,4,50
520,2024-03-02,Ecuador,Cuenca,Cliente_279,Camiseta,Básicos,M,3,12
521,2024-01-24,Colombia,Medellín,Cliente_14,Chaqueta,Abrigos,L,3,60
522,2024-01-08,Colombia,Cali,Cliente_242,Jeans,Denim,S,3,35
523,2024-02-01,Perú,Arequipa,Cliente_124,Jeans,Denim,S,1,35
524,2024-02-19,Colombia,Cali,Cliente_182,Camiseta,Básicos,S,5,12
525,2024-03-30,Ecuador,Quito,Cliente_184,Jeans,Denim,L,3,35
526,2024-01-25,Perú,Lima,Cliente_253,Chaqueta,Abrigos,M,5,60
527,2024-01-12,Perú,Arequipa,Cliente_29,Jeans,Denim,M,1,35
528,2024-03-02,Ecuador,Cuenca,Cliente_1,Jeans,Denim,S,5,35
529,2024-01-23,Colombia,Cali,Cliente_166,Jeans,Denim,S,3,35
530,2024-01-15,Ecuador,Quito,Cliente_270,Jeans,Denim,L,2,35
531,2024-01-13,Colombia,Bogotá,Cliente_173,Chaqueta,Abrigos,L,5,60
532,2024-03-22,Colombia,Medellín,Cliente_250,Jeans,Denim,S,4,35
533,2024-03-29,Perú,Arequipa,Cliente_183,Jeans,Denim,L,5,35
534,2024-03-29,Ecuador,Cuenca,Cliente_151,Jeans,Denim,M,3,35
535,2024-02-20,Ecuador,Quito,Cliente_291,Camiseta,Básicos,L,5,12
536,2024-01-14,Ecuador,Quito,Cliente_255,Chaqueta,Abrigos,M,5,60
537,2024-02-10,Ecuador,Guayaquil,Cliente_86,Camiseta,Básicos,S,3,12
538,2024-02-03,Perú,Lima,Cliente_108,Chaqueta,Abrigos,L,1,60
539,2024-01-14,Ecuador,Cuenca,Cliente_1,Camiseta,Básicos,M,3,12
540,2024-01-22,Ecuador,Guayaquil,Cliente_212,Zapatos,Calzado,42,4,50
541,2024-03-02,Colombia,Medellín,Cliente_296,Chaqueta,Abrigos,L,1,60
542,2024-01-05,Perú,Lima,Cliente_151,Jeans,Denim,M,1,35
543,2024-02-13,Ecuador,Guayaquil,Cliente_88,Chaqueta,Abrigos,M,1,60
544,2024-02-13,Colombia,Bogotá,Cliente_248,Camiseta,Básicos,L,1,12
545,2024-03-18,Perú,Lima,Cliente_223,Zapatos,Calzado,42,2,50
546,2024-01-25,Ecuador,Quito,Cliente_210,Camiseta,Básicos,M,2,12
547,2024-01-13,Perú,Arequipa,Cliente_26,Chaqueta,Abrigos,L,2,60
548,2024-02-16,Colombia,Cali,Cliente_2,Zapatos,Calzado,38,1,50
549,2024-01-13,Colombia,Bogotá,Cliente_14,Chaqueta,Abrigos,L,2,60
550,2024-01-15,Ecuador,Quito,Cliente_158,Chaqueta,Abrigos,M,4,60
551,2024-01-12,Colombia,Medellín,Cliente_279,Zapatos,Calzado,42,3,50
552,2024-01-24,Colombia,Bogotá,Cliente_229,Chaqueta,Abrigos,L,3,60
553,2024-01-29,Ecuador,Guayaquil,Cliente_138,Zapatos,Calzado,40,3,50
554,2024-01-11,Perú,Lima,Cliente_177,Jeans,Denim,L,1,35
555,2024-02-19,Perú,Arequipa,Cliente_268,Jeans,Denim,L,1,35
556,2024-03-01,Colombia,Cali,Cliente_154,Zapatos,Calzado,41,2,50
557,2024-03-07,Ecuador,Guayaquil,Cliente_293,Camiseta,Básicos,L,5,12
558,2024-01-22,Perú,Lima,Cliente_109,Camiseta,Básicos,M,2,12
559,2024-03-28,Ecuador,Quito,Cliente_223,Camiseta,Básicos,M,1,12
560,2024-02-10,Ecuador,Cuenca,Cliente_35,Jeans,Denim,L,3,35
561,2024-02-05,Ecuador,Guayaquil,Cliente_267,Zapatos,Calzado,41,3,50
562,2024-01-20,Colombia,Bogotá,Cliente_76,Zapatos,Calzado,37,4,50
563,2024-02-06,Perú,Lima,Cliente_275,Camiseta,Básicos,L,1,12
564,2024-03-14,Colombia,Medellín,Cliente_243,Chaqueta,Abrigos,L,4,60
565,2024-03-20,Ecuador,Quito,Cliente_206,Chaqueta,Abrigos,L,2,60
566,2024-03-01,Ecuador,Guayaquil,Cliente_138,Chaqueta,Abrigos,M,1,60
567,2024-02-05,Colombia,Bogotá,Cliente_252,Chaqueta,Abrigos,L,3,60
568,2024-02-26,Perú,Lima,Cliente_165,Jeans,Denim,S,3,35
569,2024-01-25,Colombia,Cali,Cliente_227,Zapatos,Calzado,41,1,50
570,2024-01-08,Ecuador,Guayaquil,Cliente_264,Zapatos,Calzado,41,3,50
571,2024-03-08,Ecuador,Quito,Cliente_292,Chaqueta,Abrigos,L,2,60
572,2024-02-01,Ecuador,Quito,Cliente_17,Jeans,Denim,S,1,35
573,2024-02-17,Colombia,Bogotá,Cliente_238,Chaqueta,Abrigos,M,3,60
574,2024-01-31,Perú,Arequipa,Cliente_191,Camiseta,Básicos,L,1,12
575,2024-03-16,Colombia,Cali,Cliente_283,Zapatos,Calzado,38,4,50
576,2024-02-06,Colombia,Medellín,Cliente_15,Jeans,Denim,M,1,35
577,2024-01-29,Colombia,Bogotá,Cliente_116,Jeans,Denim,L,2,35
578,2024-01-03,Perú,Lima,Cliente_5,Chaqueta,Abrigos,L,5,60
579,2024-01-29,Colombia,Bogotá,Cliente_130,Jeans,Denim,L,1,35
580,2024-02-14,Perú,Arequipa,Cliente_236,Chaqueta,Abrigos,L,4,60
581,2024-03-20,Colombia,Bogotá,Cliente_204,Zapatos,Calzado,39,5,50
582,2024-03-12,Perú,Lima,Cliente_145,Camiseta,Básicos,L,3,12
583,2024-02-13,Colombia,Cali,Cliente_142,Camiseta,Básicos,M,1,12
584,2024-01-25,Perú,Arequipa,Cliente_77,Chaqueta,Abrigos,L,3,60
585,2024-03-25,Perú,Lima,Cliente_164,Camiseta,Básicos,L,4,12
586,2024-02-07,Perú,Lima,Cliente_133,Camiseta,Básicos,L,4,12
587,2024-03-15,Colombia,Medellín,Cliente_293,Zapatos,Calzado,42,1,50
588,2024-03-22,Ecuador,Guayaquil,Cliente_244,Jeans,Denim,L,5,35
589,2024-01-24,Perú,Arequipa,Cliente_151,Chaqueta,Abrigos,M,5,60
590,2024-03-12,Ecuador,Guayaquil,Cliente_94,Jeans,Denim,L,3,35
591,2024-01-29,Perú,Arequipa,Cliente_158,Camiseta,Básicos,S,3,12
592,2024-02-07,Colombia,Medellín,Cliente_238,Chaqueta,Abrigos,L,5,60
593,2024-03-15,Ecuador,Guayaquil,Cliente_37,Camiseta,Básicos,L,5,12
594,2024-03-08,Colombia,Bogotá,Cliente_153,Camiseta,Básicos,L,4,12
595,2024-02-13,Colombia,Bogotá,Cliente_210,Jeans,Denim,S,2,35
596,2024-01-11,Perú,Arequipa,Cliente_250,Jeans,Denim,M,2,35
597,2024-01-01,Colombia,Cali,Cliente_232,Jeans,Denim,M,1,35
598,2024-03-03,Colombia,Bogotá,Cliente_46,Jeans,Denim,L,2,35
599,2024-02-21,Ecuador,Cuenca,Cliente_220,Zapatos,Calzado,42,4,50
600,2024-01-26,Colombia,Medellín,Cliente_192,Camiseta,Básicos,S,5,12
601,2024-03-21,Ecuador,Guayaquil,Cliente_128,Jeans,Denim,S,1,35
602,2024-01-14,Ecuador,Cuenca,Cliente_197,Chaqueta,Abrigos,L,2,60
603,2024-02-08,Perú,Arequipa,Cliente_149,Jeans,Denim,S,1,35
604,2024-02-13,Colombia,Cali,Cliente_251,Chaqueta,Abrigos,L,2,60
605,2024-01-30,Colombia,Bogotá,Cliente_115,Jeans,Denim,M,1,35
606,2024-03-16,Perú,Lima,Cliente_259,Jeans,Denim,L,1,35
607,2024-03-22,Ecuador,Quito,Cliente_131,Chaqueta,Abrigos,M,4,60
608,2024-03-24,Perú,Lima,Cliente_11,Camiseta,Básicos,L,1,12
609,2024-02-18,Ecuador,Cuenca,Cliente_64,Camiseta,Básicos,M,4,12
610,2024-01-27,Perú,Arequipa,Cliente_5,Zapatos,Calzado,42,2,50
611,2024-02-04,Colombia,Medellín,Cliente_71,Camiseta,Básicos,L,5,12
612,2024-01-14,Colombia,Bogotá,Cliente_255,Camiseta,Básicos,M,1,12
613,2024-01-26,Ecuador,Cuenca,Cliente_184,Jeans,Denim,M,5,35
614,2024-03-11,Perú,Arequipa,Cliente_255,Chaqueta,Abrigos,M,1,60
615,2024-01-01,Ecuador,Cuenca,Cliente_7,Zapatos,Calzado,39,2,50
616,2024-01-20,Perú,Lima,Cliente_47,Camiseta,Básicos,L,4,12
617,2024-02-28,Perú,Lima,Cliente_152,Camiseta,Básicos,M,2,12
618,2024-01-06,Colombia,Medellín,Cliente_149,Camiseta,Básicos,S,2,12
619,2024-01-13,Colombia,Cali,Cliente_24,Chaqueta,Abrigos,L,1,60
620,2024-02-26,Ecuador,Quito,Cliente_138,Jeans,Denim,M,3,35
621,2024-01-15,Perú,Lima,Cliente_206,Chaqueta,Abrigos,L,2,60
622,2024-02-23,Colombia,Medellín,Cliente_86,Chaqueta,Abrigos,L,4,60
623,2024-02-23,Ecuador,Quito,Cliente_248,Camiseta,Básicos,S,1,12
624,2024-02-15,Perú,Arequipa,Cliente_15,Jeans,Denim,L,4,35
625,2024-02-22,Perú,Lima,Cliente_226,Zapatos,Calzado,40,1,50
626,2024-03-31,Ecuador,Quito,Cliente_269,Chaqueta,Abrigos,L,1,60
627,2024-03-25,Perú,Lima,Cliente_128,Chaqueta,Abrigos,M,4,60
628,2024-03-19,Colombia,Medellín,Cliente_28,Zapatos,Calzado,38,5,50
629,2024-03-04,Ecuador,Cuenca,Cliente_85,Jeans,Denim,L,4,35
630,2024-02-05,Ecuador,Guayaquil,Cliente_26,Chaqueta,Abrigos,M,3,60
631,2024-01-11,Perú,Lima,Cliente_236,Zapatos,Calzado,40,2,50
632,2024-02-27,Colombia,Cali,Cliente_162,Zapatos,Calzado,37,4,50
633,2024-02-22,Ecuador,Guayaquil,Cliente_19,Camiseta,Básicos,S,4,12
634,2024-03-22,Perú,Lima,Cliente_156,Camiseta,Básicos,L,5,12
635,2024-01-07,Perú,Lima,Cliente_115,Zapatos,Calzado,39,3,50
636,2024-02-27,Colombia,Medellín,Cliente_59,Zapatos,Calzado,42,3,50
637,2024-02-15,Ecuador,Cuenca,Cliente_150,Jeans,Denim,S,3,35
638,2024-03-04,Perú,Arequipa,Cliente_72,Camiseta,Básicos,S,2,12
639,2024-01-26,Perú,Arequipa,Cliente_97,Camiseta,Básicos,M,5,12
640,2024-02-13,Ecuador,Guayaquil,Cliente_56,Jeans,Denim,M,2,35
641,2024-03-25,Colombia,Bogotá,Cliente_259,Camiseta,Básicos,M,4,12
642,2024-03-11,Ecuador,Guayaquil,Cliente_222,Camiseta,Básicos,L,1,12
643,2024-01-23,Perú,Arequipa,Cliente_66,Jeans,Denim,L,5,35
