id_venta,fecha,pais,ciudad,id_cliente,id_producto,talla,cantidad
511,2024-01-18,Perú,Lima,180,1,M,1
512,2024-02-21,Ecuador,Quito,133,4,S,2
513,2024-01-09,Perú,Lima,65,3,M,1
514,2024-01-16,Perú,Arequipa,251,4,S,3
515,2024-02-20,Colombia,Bogotá,151,4,L,4
516,2024-01-28,Ecuador,Guayaquil,252,2,38,3
517,2024-03-19,Colombia,Medellín,243,2,38,1
518,2024-03-02,Perú,Arequipa,195,2,40,5
519,2024-01-26,Ecuador,Guayaquil,121,2,38,4
520,2024-03-02,Ecuador,Cuenca,202,1,M,3
521,2024-01-24,Colombia,Medellín,3,3,L,3
522,2024-01-08,Colombia,Cali,253,4,S,3
523,2024-02-01,Perú,Arequipa,168,4,S,1
524,2024-02-19,Colombia,Cali,254,1,S,5
525,2024-03-30,Ecuador,Quito,235,4,L,3
526,2024-01-25,Perú,Lima,255,3,M,5
527,2024-01-12,Perú,Arequipa,244,4,M,1
528,2024-03-02,Ecuador,Cuenca,256,4,S,5
529,2024-01-23,Colombia,Cali,88,4,S,3
530,2024-01-15,Ecuador,Quito,121,4,L,2
531,2024-01-13,Colombia,Bogotá,77,3,L,5
532,2024-03-22,Colombia,Medellín,257,4,S,4
533,2024-03-29,Perú,Arequipa,258,4,L,5
534,2024-03-29,Ecuador,Cuenca,172,4,M,3
535,2024-02-20,Ecuador,Quito,201,1,L,5
536,2024-01-14,Ecuador,Quito,151,3,M,5
537,2024-02-10,Ecuador,Guayaquil,223,1,S,3
538,2024-02-03,Perú,Lima,225,3,L,1
539,2024-01-14,Ecuador,Cuenca,256,1,M,3
540,2024-01-22,Ecuador,Guayaquil,114,2,42,4
541,2024-03-02,Colombia,Medellín,210,3,L,1
542,2024-01-05,Perú,Lima,172,4,M,1
543,2024-02-13,Ecuador,Guayaquil,11,3,M,1
544,2024-02-13,Colombia,Bogotá,218,1,L,1
545,2024-03-18,Perú,Lima,259,2,42,2
546,2024-01-25,Ecuador,Quito,260,1,M,2
547,2024-01-13,Perú,Arequipa,76,3,L,2
548,2024-02-16,Colombia,Cali,140,2,38,1
549,2024-01-13,Colombia,Bogotá,3,3,L,2
550,2024-01-15,Ecuador,Quito,189,3,M,4
551,2024-01-12,Colombia,Medellín,202,2,42,3
552,2024-01-24,Colombia,Bogotá,176,3,L,3
553,2024-01-29,Ecuador,Guayaquil,213,2,40,3
554,2024-01-11,Perú,Lima,6,4,L,1
555,2024-02-19,Perú,Arequipa,41,4,L,1
556,2024-03-01,Colombia,Cali,179,2,41,2
557,2024-03-07,Ecuador,Guayaquil,30,1,L,5
558,2024-01-22,Perú,Lima,14,1,M,2
559,2024-03-28,Ecuador,Quito,259,1,M,1
560,2024-02-10,Ecuador,Cuenca,241,4,L,3
561,2024-02-05,Ecuador,Guayaquil,211,2,41,3
562,2024-01-20,Colombia,Bogotá,249,2,37,4
563,2024-02-06,Perú,Lima,19,1,L,1
564,2024-03-14,Colombia,Medellín,119,3,L,4
565,2024-03-20,Ecuador,Quito,113,3,L,2
566,2024-03-01,Ecuador,Guayaquil,213,3,M,1
567,2024-02-05,Colombia,Bogotá,101,3,L,3
568,2024-02-26,Perú,Lima,200,4,S,3
569,2024-01-25,Colombia,Cali,149,2,41,1
570,2024-01-08,Ecuador,Guayaquil,64,2,41,3
571,2024-03-08,Ecuador,Quito,61,3,L,2
572,2024-02-01,Ecuador,Quito,139,4,S,1
573,2024-02-17,Colombia,Bogotá,135,3,M,3
574,2024-01-31,Perú,Arequipa,133,1,L,1
575,2024-03-16,Colombia,Cali,105,2,38,4
576,2024-02-06,Colombia,Medellín,55,4,M,1
577,2024-01-29,Colombia,Bogotá,103,4,L,2
578,2024-01-03,Perú,Lima,42,3,L,5
579,2024-01-29,Colombia,Bogotá,261,4,L,1
580,2024-02-14,Perú,Arequipa,86,3,L,4
581,2024-03-20,Colombia,Bogotá,132,2,39,5
582,2024-03-12,Perú,Lima,97,1,L,3
583,2024-02-13,Colombia,Cali,90,1,M,1
584,2024-01-25,Perú,Arequipa,193,3,L,3
585,2024-03-25,Perú,Lima,73,1,L,4
586,2024-02-07,Perú,Lima,71,1,L,4
587,2024-03-15,Colombia,Medellín,30,2,42,1
588,2024-03-22,Ecuador,Guayaquil,24,4,L,5
589,2024-01-24,Perú,Arequipa,172,3,M,5
590,2024-03-12,Ecuador,Guayaquil,89,4,L,3
591,2024-01-29,Perú,Arequipa,189,1,S,3
592,2024-02-07,Colombia,Medellín,135,3,L,5
593,2024-03-15,Ecuador,Guayaquil,262,1,L,5
594,2024-03-08,Colombia,Bogotá,21,1,L,4
595,2024-02-13,Colombia,Bogotá,260,4,S,2
596,2024-01-11,Perú,Arequipa,257,4,M,2
597,2024-01-01,Colombia,Cali,250,4,M,1
598,2024-03-03,Colombia,Bogotá,263,4,L,2
599,2024-02-21,Ecuador,Cuenca,104,2,42,4
600,2024-01-26,Colombia,Medellín,165,1,S,5
601,2024-03-21,Ecuador,Guayaquil,52,4,S,1
602,2024-01-14,Ecuador,Cuenca,187,3,L,2
603,2024-02-08,Perú,Arequipa,199,4,S,1
604,2024-02-13,Colombia,Cali,91,3,L,2
605,2024-01-30,Colombia,Bogotá,1,4,M,1
606,2024-03-16,Perú,Lima,264,4,L,1
607,2024-03-22,Ecuador,Quito,126,3,M,4
608,2024-03-24,Perú,Lima,27,1,L,1
609,2024-02-18,Ecuador,Cuenca,7,1,M,4
610,2024-01-27,Perú,Arequipa,42,2,42,2
611,2024-02-04,Colombia,Medellín,166,1,L,5
612,2024-01-14,Colombia,Bogotá,151,1,M,1
613,2024-01-26,Ecuador,Cuenca,235,4,M,5
614,2024-03-11,Perú,Arequipa,151,3,M,1
615,2024-01-01,Ecuador,Cuenca,100,2,39,2
616,2024-01-20,Perú,Lima,207,1,L,4
617,2024-02-28,Perú,Lima,175,1,M,2
618,2024-01-06,Colombia,Medellín,199,1,S,2
619,2024-01-13,Colombia,Cali,124,3,L,1
620,2024-02-26,Ecuador,Quito,213,4,M,3
621,2024-01-15,Perú,Lima,113,3,L,2
622,2024-02-23,Colombia,Medellín,223,3,L,4
623,2024-02-23,Ecuador,Quito,218,1,S,1
624,2024-02-15,Perú,Arequipa,55,4,L,4
625,2024-02-22,Perú,Lima,72,2,40,1
626,2024-03-31,Ecuador,Quito,265,3,L,1
627,2024-03-25,Perú,Lima,52,3,M,4
628,2024-03-19,Colombia,Medellín,164,2,38,5
629,2024-03-04,Ecuador,Cuenca,227,4,L,4
630,2024-02-05,Ecuador,Guayaquil,76,3,M,3
631,2024-01-11,Perú,Lima,86,2,40,2
632,2024-02-27,Colombia,Cali,13,2,37,4
633,2024-02-22,Ecuador,Guayaquil,120,1,S,4
634,2024-03-22,Perú,Lima,102,1,L,5
635,2024-01-07,Perú,Lima,1,2,39,3
636,2024-02-27,Colombia,Medellín,266,2,42,3
637,2024-02-15,Ecuador,Cuenca,231,4,S,3
638,2024-03-04,Perú,Arequipa,204,1,S,2
639,2024-01-26,Perú,Arequipa,155,1,M,5
640,2024-02-13,Ecuador,Guayaquil,33,4,M,2
641,2024-03-25,Colombia,Bogotá,264,1,M,4
642,2024-03-11,Ecuador,Guayaquil,221,1,L,1
643,2024-01-23,Perú,Arequipa,60,4,L,5
644,2024-03-18,Ecuador,Guayaquil,52,3,L,4
645,2024-01-18,Colombia,Medellín,166,3,L,4
646,2024-03-21,Colombia,Cali,217,3,L,5
647,2024-03-31,Ecuador,Quito,208,3,L,2
648,2024-03-02,Perú,Arequipa,48,1,M,5
649,2024-03-07,Perú,Arequipa,248,3,L,1
650,2024-01-26,Ecuador,Guayaquil,186,4,S,1
651,2024-03-29,Ecuador,Guayaquil,175,3,M,1
652,2024-01-14,Ecuador,Cuenca,134,1,M,4
653,2024-03-30,Ecuador,Cuenca,109,2,38,5
654,2024-03-28,Perú,Lima,188,2,40,4
655,2024-01-26,Perú,Lima,149,1,L,3
656,2024-02-07,Ecuador,Cuenca,154,3,M,2
657,2024-03-06,Ecuador,Cuenca,95,1,S,2
658,2024-02-03,Colombia,Bogotá,236,2,39,5
659,2024-02-29,Ecuador,Cuenca,267,3,M,3
660,2024-03-25,Ecuador,Quito,98,3,M,5
661,2024-03-08,Colombia,Cali,150,3,M,3
662,2024-02-23,Ecuador,Cuenca,202,1,L,2
663,2024-01-28,Perú,Arequipa,58,1,M,2
664,2024-03-08,Colombia,Medellín,24,3,M,5
665,2024-02-27,Perú,Lima,168,1,L,3
666,2024-02-18,Perú,Lima,266,1,L,3
667,2024-02-17,Colombia,Medellín,64,3,M,5
668,2024-03-24,Perú,Arequipa,203,2,37,3
669,2024-03-09,Colombia,Cali,122,1,S,2
670,2024-03-28,Ecuador,Cuenca,268,1,S,2
671,2024-03-28,Ecuador,Quito,17,2,42,1
672,2024-01-10,Ecuador,Guayaquil,164,3,M,1
673,2024-02-03,Ecuador,Guayaquil,35,1,L,2
674,2024-01-03,Colombia,Medellín,228,2,40,3
675,2024-01-09,Perú,Lima,75,1,L,5
676,2024-01-14,Ecuador,Cuenca,199,1,M,5
677,2024-02-18,Perú,Arequipa,127,1,M,4
678,2024-01-29,Perú,Lima,137,2,38,5
679,2024-03-27,Perú,Arequipa,165,3,M,3
680,2024-01-01,Ecuador,Cuenca,178,4,S,1
681,2024-02-14,Perú,Arequipa,14,1,M,2
682,2024-01-29,Colombia,Cali,261,4,S,2
683,2024-01-07,Ecuador,Quito,34,4,L,5
684,2024-02-02,Colombia,Cali,123,1,M,1
685,2024-01-17,Ecuador,Cuenca,177,2,39,3
686,2024-03-03,Ecuador,Guayaquil,156,1,S,3
687,2024-03-13,Colombia,Cali,49,3,M,5
688,2024-02-01,Colombia,Medellín,53,4,S,3
689,2024-03-27,Perú,Arequipa,58,3,L,2
690,2024-03-03,Colombia,Medellín,105,2,39,3
691,2024-03-09,Ecuador,Quito,245,1,M,2
692,2024-01-03,Colombia,Cali,43,1,L,1
693,2024-01-05,Perú,Lima,105,2,41,2
694,2024-02-16,Colombia,Cali,269,2,42,2
695,2024-03-05,Ecuador,Cuenca,56,3,M,4
696,2024-03-19,Ecuador,Guayaquil,227,3,M,2
697,2024-03-13,Perú,Lima,270,2,38,2
698,2024-01-29,Perú,Lima,257,2,39,1
699,2024-01-06,Ecuador,Quito,233,3,L,2
700,2024-01-06,Perú,Arequipa,79,2,40,4
701,2024-03-22,Perú,Arequipa,198,1,L,5
702,2024-02-16,Perú,Arequipa,271,4,M,4
703,2024-02-21,Perú,Arequipa,94,2,38,5
704,2024-03-05,Colombia,Medellín,204,2,41,1
705,2024-03-23,Colombia,Bogotá,220,4,S,5
706,2024-03-18,Ecuador,Quito,192,4,S,3
707,2024-03-02,Perú,Lima,144,2,39,1
708,2024-01-03,Colombia,Bogotá,83,4,L,4
709,2024-01-06,Ecuador,Quito,178,4,S,5
710,2024-03-07,Ecuador,Quito,184,4,M,2
711,2024-02-27,Perú,Lima,253,3,M,2
712,2024-01-19,Colombia,Bogotá,48,4,M,5
713,2024-02-28,Ecuador,Cuenca,8,3,M,3
714,2024-01-03,Ecuador,Guayaquil,272,2,38,1
715,2024-01-23,Perú,Arequipa,24,4,L,1
716,2024-03-25,Perú,Lima,236,1,S,4
717,2024-02-17,Perú,Lima,143,2,41,4
718,2024-02-14,Perú,Arequipa,273,4,M,4
719,2024-01-30,Ecuador,Guayaquil,174,4,M,4
720,2024-01-01,Colombia,Cali,274,2,39,2
721,2024-03-29,Perú,Lima,13,1,M,2
722,2024-03-24,Colombia,Medellín,75,1,S,4
723,2024-03-19,Colombia,Medellín,90,2,41,3
724,2024-03-12,Perú,Arequipa,218,4,M,5
725,2024-03-14,Ecuador,Guayaquil,6,2,39,3
726,2024-01-30,Perú,Arequipa,176,4,L,1
727,2024-02-21,Perú,Lima,131,1,S,5
728,2024-01-12,Perú,Lima,118,4,M,1
729,2024-02-03,Colombia,Cali,53,2,37,1
730,2024-02-21,Colombia,Bogotá,211,1,L,4
731,2024-02-26,Colombia,Cali,205,1,S,4
732,2024-03-17,Ecuador,Cuenca,56,3,M,1
733,2024-02-16,Perú,Lima,80,4,L,1
734,2024-02-21,Perú,Lima,94,4,S,3
735,2024-03-07,Perú,Arequipa,275,2,41,2
736,2024-03-12,Perú,Lima,48,1,L,3
737,2024-01-25,Colombia,Medellín,107,3,M,5
738,2024-02-22,Colombia,Cali,43,1,M,2
739,2024-02-13,Ecuador,Cuenca,276,1,L,3
740,2024-03-13,Perú,Arequipa,218,3,L,4
741,2024-03-16,Ecuador,Guayaquil,55,2,42,4
742,2024-03-22,Colombia,Bogotá,150,3,M,4
743,2024-03-07,Perú,Lima,19,3,L,3
744,2024-01-12,Ecuador,Cuenca,67,3,M,3
745,2024-03-01,Perú,Arequipa,188,1,L,2
746,2024-03-04,Colombia,Bogotá,25,3,M,2
747,2024-01-30,Ecuador,Cuenca,272,4,M,2
748,2024-01-16,Ecuador,Cuenca,212,3,M,1
749,2024-03-02,Perú,Arequipa,133,1,L,1
750,2024-03-03,Perú,Arequipa,89,2,41,3
751,2024-01-17,Perú,Arequipa,164,2,38,5
752,2024-03-05,Perú,Arequipa,84,2,41,1
753,2024-03-30,Colombia,Cali,112,4,M,1
754,2024-02-18,Colombia,Medellín,93,1,S,2
755,2024-03-11,Ecuador,Guayaquil,47,3,L,2
756,2024-02-16,Ecuador,Guayaquil,96,2,41,3
757,2024-02-16,Colombia,Medellín,113,4,M,3
758,2024-03-14,Colombia,Medellín,111,4,L,2
759,2024-02-25,Ecuador,Cuenca,18,3,M,5
760,2024-01-23,Ecuador,Quito,240,4,M,1
761,2024-02-02,Colombia,Bogotá,134,3,L,3
762,2024-01-08,Perú,Lima,5,2,37,2
763,2024-02-03,Colombia,Medellín,169,1,M,3
764,2024-02-22,Colombia,Cali,180,3,L,1
765,2024-03-24,Colombia,Cali,277,4,L,5
766,2024-03-03,Ecuador,Guayaquil,176,3,L,5
767,2024-01-22,Ecuador,Guayaquil,77,3,L,2
768,2024-01-21,Colombia,Cali,196,2,37,1
769,2024-03-18,Ecuador,Guayaquil,127,3,L,3
770,2024-01-22,Colombia,Medellín,96,3,L,4
771,2024-03-30,Ecuador,Quito,212,4,L,3
772,2024-01-09,Ecuador,Quito,119,2,37,1
773,2024-01-11,Perú,Lima,45,1,M,5
774,2024-02-09,Colombia,Cali,111,4,S,4
775,2024-01-17,Ecuador,Cuenca,121,3,L,2
776,2024-02-11,Ecuador,Quito,24,1,L,3
777,2024-03-30,Colombia,Cali,160,3,L,2
778,2024-02-25,Ecuador,Cuenca,265,2,42,5
779,2024-01-30,Perú,Arequipa,263,3,L,5
780,2024-01-20,Colombia,Medellín,102,3,L,3
781,2024-03-01,Ecuador,Quito,122,4,M,3
782,2024-01-02,Ecuador,Cuenca,62,2,40,3
783,2024-02-17,Colombia,Cali,155,4,S,5
784,2024-01-21,Colombia,Cali,228,2,40,2
785,2024-03-21,Colombia,Bogotá,80,3,M,4
786,2024-01-25,Perú,Arequipa,8,3,L,4
787,2024-03-20,Ecuador,Quito,250,3,M,4
788,2024-01-03,Colombia,Cali,238,2,38,3
789,2024-02-06,Ecuador,Cuenca,213,1,S,1
790,2024-01-30,Ecuador,Cuenca,207,2,42,1
791,2024-02-23,Ecuador,Quito,206,2,38,3
792,2024-02-12,Colombia,Medellín,145,2,42,1
793,2024-03-10,Ecuador,Quito,106,3,L,1
794,2024-01-16,Ecuador,Quito,52,3,L,1
795,2024-01-26,Colombia,Medellín,86,4,L,1
796,2024-03-28,Perú,Lima,206,4,M,4
797,2024-03-07,Colombia,Bogotá,180,1,L,5
798,2024-01-07,Colombia,Medellín,217,3,M,3
799,2024-01-22,Ecuador,Quito,90,2,39,1
800,2024-01-06,Perú,Lima,93,2,38,1
801,2024-02-01,Perú,Arequipa,20,4,M,1
802,2024-02-15,Colombia,Bogotá,17,3,M,1
803,2024-02-10,Perú,Lima,12,4,M,2
804,2024-01-03,Perú,Arequipa,278,2,42,2
805,2024-03-03,Colombia,Cali,279,4,M,1
806,2024-01-24,Perú,Arequipa,202,2,38,5
807,2024-03-11,Colombia,Medellín,280,2,39,5
808,2024-02-03,Ecuador,Cuenca,74,4,M,3
809,2024-02-18,Colombia,Medellín,96,1,L,5
810,2024-01-09,Ecuador,Cuenca,277,3,M,3
811,2024-03-19,Colombia,Bogotá,97,2,41,2
812,2024-03-07,Colombia,Medellín,241,3,M,1
813,2024-01-14,Ecuador,Quito,116,4,S,2
814,2024-03-25,Ecuador,Quito,91,1,L,4
815,2024-03-18,Perú,Arequipa,262,1,M,2
816,2024-03-22,Ecuador,Quito,195,2,37,4
817,2024-03-19,Colombia,Cali,186,2,39,1
818,2024-01-28,Perú,Lima,112,1,M,1
819,2024-01-25,Ecuador,Quito,203,4,L,4
820,2024-02-23,Perú,Lima,248,4,L,5
821,2024-01-14,Perú,Arequipa,223,2,42,4
822,2024-03-25,Ecuador,Cuenca,20,2,41,3
823,2024-02-11,Perú,Arequipa,133,3,L,5
824,2024-03-18,Colombia,Cali,168,2,42,3
825,2024-02-16,Perú,Lima,250,2,41,3
826,2024-02-06,Colombia,Medellín,92,1,L,1
827,2024-01-29,Perú,Lima,63,3,M,3
828,2024-01-05,Colombia,Bogotá,86,3,M,1
829,2024-03-15,Colombia,Bogotá,52,4,M,3
830,2024-02-21,Ecuador,Guayaquil,61,3,M,5
831,2024-03-02,Ecuador,Cuenca,229,1,L,3
832,2024-01-05,Colombia,Cali,210,1,L,3
833,2024-02-25,Colombia,Bogotá,152,1,M,3
834,2024-01-07,Ecuador,Quito,281,1,L,4
835,2024-03-05,Perú,Lima,53,3,M,3
836,2024-03-14,Ecuador,Quito,264,2,40,5
837,2024-01-19,Ecuador,Quito,237,2,39,4
838,2024-03-11,Colombia,Bogotá,67,2,41,1
839,2024-03-30,Colombia,Bogotá,236,2,41,4
840,2024-03-24,Ecuador,Guayaquil,30,4,M,4
841,2024-02-04,Ecuador,Cuenca,62,4,S,1
842,2024-02-24,Colombia,Cali,130,1,S,4
843,2024-03-24,Colombia,Bogotá,54,3,L,5
844,2024-01-19,Colombia,Bogotá,72,3,L,5
845,2024-01-20,Ecuador,Quito,23,4,L,3
846,2024-01-19,Ecuador,Cuenca,109,1,S,5
847,2024-03-01,Ecuador,Guayaquil,209,1,M,4
848,2024-03-07,Colombia,Bogotá,71,4,S,5
849,2024-02-18,Perú,Arequipa,48,4,L,1
850,2024-02-06,Perú,Lima,25,3,M,1
851,2024-01-09,Perú,Arequipa,170,1,M,1
852,2024-02-07,Perú,Arequipa,159,3,M,1
853,2024-03-17,Ecuador,Guayaquil,282,1,M,4
854,2024-03-12,Ecuador,Quito,209,4,L,4
855,2024-02-20,Ecuador,Quito,20,3,L,4
856,2024-01-31,Ecuador,Guayaquil,283,3,L,3
857,2024-03-12,Colombia,Bogotá,220,3,L,1
858,2024-01-12,Ecuador,Quito,18,3,L,2
859,2024-01-20,Perú,Lima,70,2,38,5
860,2024-01-17,Colombia,Cali,233,3,L,5
861,2024-03-29,Perú,Lima,265,4,S,3
862,2024-01-21,Ecuador,Guayaquil,284,4,L,5
863,2024-01-19,Ecuador,Cuenca,183,1,S,3
864,2024-03-22,Colombia,Medellín,198,2,39,4
865,2024-01-04,Ecuador,Quito,186,1,S,2
866,2024-02-15,Perú,Lima,212,4,S,1
867,2024-03-01,Perú,Arequipa,165,4,L,5
868,2024-01-21,Ecuador,Guayaquil,203,2,40,2
869,2024-02-22,Ecuador,Quito,53,2,37,3
870,2024-02-26,Perú,Lima,91,4,S,2
871,2024-02-21,Perú,Arequipa,251,2,38,4
872,2024-03-14,Perú,Arequipa,19,3,L,5
873,2024-01-06,Perú,Lima,243,1,M,4
874,2024-03-07,Perú,Arequipa,76,1,L,4
875,2024-02-06,Ecuador,Guayaquil,117,2,40,3
876,2024-01-19,Ecuador,Guayaquil,135,3,M,5
877,2024-01-15,Perú,Arequipa,285,1,L,5
878,2024-02-27,Perú,Lima,54,2,40,3
879,2024-02-02,Ecuador,Guayaquil,88,4,M,1
880,2024-03-31,Perú,Lima,156,1,S,1
881,2024-03-06,Perú,Arequipa,157,1,L,4
882,2024-02-12,Colombia,Cali,270,2,37,2
883,2024-01-07,Perú,Lima,247,4,S,2
884,2024-01-16,Colombia,Medellín,237,2,39,2
885,2024-03-04,Ecuador,Quito,219,3,M,4
886,2024-03-16,Perú,Lima,24,2,38,2
887,2024-03-17,Colombia,Medellín,274,2,37,5
888,2024-01-24,Ecuador,Cuenca,249,3,M,1
889,2024-01-05,Ecuador,Cuenca,210,3,M,2
890,2024-01-14,Perú,Arequipa,152,3,M,1
891,2024-03-15,Ecuador,Quito,169,3,M,4
892,2024-02-18,Ecuador,Quito,241,3,L,3
893,2024-01-18,Colombia,Cali,180,1,M,4
894,2024-01-27,Perú,Arequipa,225,3,L,5
895,2024-01-12,Perú,Lima,218,1,L,5
896,2024-02-03,Perú,Arequipa,121,2,41,3
897,2024-03-04,Perú,Arequipa,211,4,L,5
898,2024-01-30,Perú,Arequipa,199,2,38,5
899,2024-03-21,Ecuador,Quito,192,1,S,4
900,2024-02-12,Perú,Lima,232,2,40,1
901,2024-03-29,Perú,Lima,97,1,L,2
902,2024-03-11,Colombia,Bogotá,88,3,L,5
903,2024-03-13,Ecuador,Quito,55,3,L,4
904,2024-03-01,Ecuador,Quito,120,3,L,4
905,2024-03-09,Perú,Lima,286,2,38,4
906,2024-03-13,Colombia,Medellín,13,1,L,3
907,2024-02-15,Perú,Lima,242,4,L,3
908,2024-03-21,Ecuador,Guayaquil,122,1,M,4
909,2024-01-15,Ecuador,Cuenca,189,2,38,5
910,2024-01-12,Perú,Arequipa,151,1,M,4
911,2024-03-08,Ecuador,Guayaquil,98,2,39,2
912,2024-01-12,Ecuador,Quito,230,3,M,2
913,2024-01-25,Perú,Lima,85,2,41,2
914,2024-01-13,Colombia,Cali,26,3,L,2
915,2024-02-28,Perú,Lima,170,4,L,1
916,2024-03-28,Perú,Lima,181,1,M,1
917,2024-03-25,Colombia,Medellín,206,1,S,5
918,2024-01-26,Ecuador,Cuenca,203,3,M,3
919,2024-02-04,Colombia,Medellín,193,3,L,1
920,2024-03-12,Ecuador,Guayaquil,64,1,S,5
921,2024-01-19,Ecuador,Quito,44,3,L,3
922,2024-03-19,Perú,Lima,131,4,S,3
923,2024-03-01,Perú,Arequipa,76,1,S,1
924,2024-02-20,Ecuador,Guayaquil,208,1,S,4
925,2024-01-26,Perú,Arequipa,122,3,L,3
926,2024-01-13,Ecuador,Guayaquil,69,4,S,4
927,2024-01-29,Colombia,Cali,185,2,40,2
928,2024-03-30,Perú,Arequipa,58,3,L,2
929,2024-03-01,Colombia,Medellín,287,2,37,1
930,2024-02-14,Colombia,Medellín,273,2,38,3
931,2024-02-11,Ecuador,Cuenca,37,1,M,1
932,2024-03-16,Perú,Lima,114,3,L,4
933,2024-03-02,Ecuador,Cuenca,187,4,L,2
934,2024-02-25,Ecuador,Guayaquil,259,4,L,5
935,2024-03-14,Perú,Arequipa,257,4,S,1
936,2024-01-13,Ecuador,Cuenca,230,2,39,5
937,2024-01-14,Ecuador,Guayaquil,36,2,37,5
938,2024-01-18,Colombia,Medellín,93,1,S,2
939,2024-02-27,Perú,Lima,282,4,L,2
940,2024-03-28,Colombia,Medellín,284,2,38,2
941,2024-01-12,Colombia,Cali,48,3,L,3
942,2024-01-08,Ecuador,Cuenca,10,2,38,3
943,2024-02-15,Perú,Lima,141,1,L,5
944,2024-02-20,Colombia,Bogotá,284,4,M,5
945,2024-03-10,Perú,Arequipa,14,2,40,4
946,2024-03-12,Perú,Lima,187,2,38,2
947,2024-01-18,Colombia,Medellín,205,4,M,2
948,2024-03-25,Ecuador,Cuenca,57,1,S,4
949,2024-02-28,Ecuador,Quito,268,4,L,4
950,2024-03-11,Perú,Lima,156,2,41,4
951,2024-03-18,Colombia,Medellín,274,4,S,4
952,2024-02-04,Perú,Arequipa,161,4,L,5
953,2024-03-02,Perú,Arequipa,162,1,S,5
954,2024-01-19,Ecuador,Cuenca,121,2,42,1
955,2024-01-12,Colombia,Medellín,243,1,L,5
956,2024-03-15,Colombia,Cali,206,1,L,5
957,2024-02-28,Perú,Lima,142,3,M,4
958,2024-02-07,Colombia,Cali,199,3,L,3
959,2024-03-21,Ecuador,Quito,119,3,L,1
960,2024-03-20,Perú,Lima,3,1,L,3
961,2024-01-10,Colombia,Medellín,4,1,S,5
962,2024-01-02,Colombia,Bogotá,287,3,L,3
963,2024-02-17,Perú,Lima,125,4,L,4
964,2024-03-08,Colombia,Cali,139,4,M,2
965,2024-03-04,Colombia,Bogotá,114,4,L,2
966,2024-01-27,Colombia,Bogotá,210,2,42,2
967,2024-01-15,Perú,Arequipa,158,1,L,3
968,2024-03-01,Ecuador,Guayaquil,282,2,40,3
969,2024-01-19,Ecuador,Guayaquil,22,2,40,3
970,2024-03-27,Colombia,Bogotá,13,3,L,4
971,2024-02-25,Perú,Lima,46,1,L,3
972,2024-03-24,Colombia,Medellín,75,3,M,3
973,2024-01-25,Colombia,Medellín,211,4,L,5
974,2024-01-02,Colombia,Cali,42,4,M,5
975,2024-01-14,Ecuador,Quito,176,2,37,5
976,2024-01-05,Colombia,Bogotá,54,3,L,2
977,2024-03-17,Perú,Lima,180,1,L,2
978,2024-02-18,Perú,Lima,270,1,L,2
979,2024-02-29,Ecuador,Quito,153,4,M,3
980,2024-02-02,Perú,Arequipa,280,3,L,3
981,2024-02-12,Ecuador,Guayaquil,28,1,M,4
982,2024-03-03,Colombia,Medellín,25,4,M,1
983,2024-01-14,Perú,Arequipa,185,4,L,4
984,2024-02-26,Perú,Arequipa,71,4,L,1
985,2024-02-02,Ecuador,Quito,176,1,S,5
986,2024-01-05,Ecuador,Guayaquil,228,4,L,1
987,2024-01-01,Colombia,Bogotá,64,3,L,5
988,2024-01-09,Perú,Arequipa,160,2,40,4
989,2024-01-16,Ecuador,Quito,201,2,42,4
990,2024-01-08,Perú,Arequipa,207,3,L,4
991,2024-02-07,Colombia,Cali,272,3,M,4
992,2024-02-08,Ecuador,Cuenca,228,1,M,2
993,2024-03-21,Ecuador,Cuenca,279,3,L,1
994,2024-01-04,Perú,Lima,80,4,S,2
995,2024-03-04,Colombia,Medellín,122,1,L,3
996,2024-02-13,Colombia,Bogotá,251,1,M,1
997,2024-02-28,Colombia,Bogotá,19,4,L,5
998,2024-01-19,Ecuador,Cuenca,91,4,S,1
999,2024-02-01,Perú,Lima,236,2,41,1
1000,2024-02-28,Ecuador,Quito,11,1,M,1
1001,2024-03-17,Perú,Lima,150,1,S,4
1002,2024-02-11,Ecuador,Quito,95,2,39,4
1003,2024-03-16,Perú,Lima,229,3,M,1
1004,2024-02-23,Colombia,Bogotá,216,1,M,2
1005,2024-03-15,Perú,Arequipa,79,4,M,2
1006,2024-03-03,Ecuador,Quito,145,2,38,1
1007,2024-02-06,Ecuador,Quito,152,4,S,5
1008,2024-03-22,Perú,Arequipa,87,4,S,2
1009,2024-03-19,Perú,Arequipa,136,2,38,2
1010,2024-03-21,Perú,Lima,98,2,41,1
1011,2024-01-25,Colombia,Medellín,192,1,L,2
1012,2024-03-21,Perú,Lima,197,3,M,4
1013,2024-03-28,Colombia,Bogotá,119,4,S,2
1014,2024-01-07,Colombia,Bogotá,49,4,L,1
1015,2024-03-19,Colombia,Bogotá,107,2,39,3
1016,2024-01-21,Ecuador,Quito,55,1,L,2
1017,2024-02-26,Colombia,Cali,82,1,S,2
1018,2024-01-30,Colombia,Medellín,141,4,L,3
1019,2024-01-26,Colombia,Bogotá,147,1,S,4
1020,2024-01-07,Ecuador,Quito,57,2,41,4
1021,2024-02-17,Ecuador,Quito,137,2,38,4
1022,2024-02-04,Colombia,Cali,272,4,L,3
